medicine_id,medicine_name,strength,use_case,alternative,stock,dosage,manufacturer
1641,Salbutamol,300 mg,nausea and vomiting,Doxycycline,801,twice daily,Zydus Lifesciences
1642,Salbutamol,400 mg,asthma,Sertraline,220,three times daily,Glenmark
1643,Salbutamol,500 mg,diarrhea,Omeprazole,803,once weekly,Dr. Reddy's
1644,Salbutamol,600 mg,depression,Ibuprofen,537,once weekly,Dr. Reddy's
1645,Salbutamol,750 mg,depression,Loperamide,84,twice daily,Dr. Reddy's
1646,Salbutamol,1 g,diabetes,Pantoprazole,136,once weekly,Torrent Pharma
1647,Salbutamol,2 g,hypertension,Azithromycin,484,once every 8 hours,Sun Pharma
1648,Salbutamol,125 mg/5 ml,nausea and vomiting,Famotidine,377,once every 8 hours,Sun Pharma
1649,Salbutamol,250 mg/5 ml,allergy,Ibuprofen,431,three times daily,Alkem Labs
1650,Salbutamol,500 mg/5 ml,pain relief,Desloratadine,134,twice daily,Torrent Pharma
1651,Budesonide,5 mg,allergy,Budesonide,670,once every 8 hours,Glenmark
1652,Budesonide,10 mg,blood thinning,Metronidazole,813,once daily,Dr. Reddy's
1653,Budesonide,20 mg,hypertension,Naproxen,437,three times daily,Aurobindo Pharma
1654,Budesonide,25 mg,bacterial infection,Losartan,950,once weekly,Alkem Labs
1655,Budesonide,40 mg,blood thinning,Loratadine,834,three times daily,Torrent Pharma
1656,Budesonide,50 mg,inflammation,Loperamide,726,once every 8 hours,Intas Pharma
1657,Budesonide,75 mg,cholesterol control,Loratadine,952,twice daily,Dr. Reddy's
1658,Budesonide,100 mg,depression,Sertraline,769,three times daily,Dr. Reddy's
1659,Budesonide,150 mg,inflammation,Famotidine,520,once weekly,Cipla
1660,Budesonide,200 mg,asthma,Carbamazepine,714,three times daily,Intas Pharma
1661,Budesonide,250 mg,depression,Clindamycin,58,once daily,Aurobindo Pharma
1662,Budesonide,300 mg,hypertension,Cetirizine,97,once daily,Aurobindo Pharma
1663,Budesonide,400 mg,bacterial infection,Haloperidol,693,twice daily,Lupin
1664,Budesonide,500 mg,inflammation,Fluoxetine,857,three times daily,Sun Pharma
1665,Budesonide,600 mg,blood thinning,Levetiracetam,34,once every 8 hours,Lupin
1666,Budesonide,750 mg,diabetes,Gabapentin,331,twice daily,Zydus Lifesciences
1667,Budesonide,1 g,pain relief,Pregabalin,963,three times daily,Sun Pharma
1668,Budesonide,2 g,inflammation,Desloratadine,771,once daily,Torrent Pharma
1669,Budesonide,125 mg/5 ml,bacterial infection,Loperamide,580,once weekly,Sun Pharma
1670,Budesonide,250 mg/5 ml,diarrhea,Loperamide,482,once daily,Cipla
1671,Budesonide,500 mg/5 ml,fever,Pregabalin,560,three times daily,Aurobindo Pharma
1672,Formoterol,5 mg,depression,Ciprofloxacin,502,three times daily,Intas Pharma
1673,Formoterol,10 mg,nausea and vomiting,Clopidogrel,150,three times daily,Torrent Pharma
1674,Formoterol,20 mg,diarrhea,Formoterol,213,once daily,Torrent Pharma
1675,Formoterol,25 mg,pain relief,Loratadine,339,once every 8 hours,Zydus Lifesciences
1676,Formoterol,40 mg,allergy,Naproxen,284,three times daily,Lupin
1677,Formoterol,50 mg,fever,Glimepiride,57,twice daily,Torrent Pharma
1678,Formoterol,75 mg,acid reflux,Loratadine,833,once daily,Lupin
1679,Formoterol,100 mg,asthma,Montelukast,80,three times daily,Zydus Lifesciences
1680,Formoterol,150 mg,diarrhea,Clindamycin,966,once weekly,Zydus Lifesciences
1681,Formoterol,200 mg,acid reflux,Loperamide,224,once weekly,Dr. Reddy's
1682,Formoterol,250 mg,pain relief,Quetiapine,517,once every 8 hours,Alkem Labs
1683,Formoterol,300 mg,hypertension,Losartan,721,twice daily,Cipla
1684,Formoterol,400 mg,nausea and vomiting,Spironolactone,680,once every 8 hours,Intas Pharma
1685,Formoterol,500 mg,depression,Aspirin,741,three times daily,Dr. Reddy's
1686,Formoterol,600 mg,depression,Diclofenac,449,once daily,Cipla
1687,Formoterol,750 mg,diabetes,Warfarin,384,once weekly,Glenmark
1688,Formoterol,1 g,hypertension,Loratadine,361,twice daily,Lupin
1689,Formoterol,2 g,seizure control,Sertraline,779,three times daily,Dr. Reddy's
1690,Formoterol,125 mg/5 ml,diarrhea,Desloratadine,440,once every 8 hours,Torrent Pharma
1691,Formoterol,250 mg/5 ml,bacterial infection,Gabapentin,493,twice daily,Dr. Reddy's
1692,Formoterol,500 mg/5 ml,bacterial infection,Ondansetron,710,twice daily,Sun Pharma
1693,Loratadine,5 mg,hypertension,Glimepiride,706,once daily,Aurobindo Pharma
1694,Loratadine,10 mg,depression,Loratadine,892,twice daily,Glenmark
1695,Loratadine,20 mg,nausea and vomiting,Levocetirizine,236,once weekly,Intas Pharma
1696,Loratadine,25 mg,asthma,Olanzapine,518,once daily,Alkem Labs
1697,Loratadine,40 mg,hypertension,Azithromycin,333,three times daily,Alkem Labs
1698,Loratadine,50 mg,blood thinning,Levetiracetam,596,three times daily,Glenmark
1699,Loratadine,75 mg,acid reflux,Formoterol,651,three times daily,Dr. Reddy's
1700,Loratadine,100 mg,diarrhea,Carbamazepine,968,once weekly,Torrent Pharma
1701,Loratadine,150 mg,depression,Pantoprazole,556,once daily,Zydus Lifesciences
1702,Loratadine,200 mg,seizure control,Lamotrigine,269,once weekly,Aurobindo Pharma
1703,Loratadine,250 mg,diarrhea,Amlodipine,656,once every 8 hours,Glenmark
1704,Loratadine,300 mg,inflammation,Sertraline,999,three times daily,Torrent Pharma
1705,Loratadine,400 mg,cholesterol control,Ibuprofen,304,once weekly,Glenmark
1706,Loratadine,500 mg,asthma,Lamotrigine,788,once daily,Dr. Reddy's
1707,Loratadine,600 mg,anxiety,Montelukast,524,once every 8 hours,Zydus Lifesciences
1708,Loratadine,750 mg,diarrhea,Furosemide,278,once every 8 hours,Dr. Reddy's
1709,Loratadine,1 g,diarrhea,Levetiracetam,588,once daily,Glenmark
1710,Loratadine,2 g,diabetes,Domperidone,124,once every 8 hours,Alkem Labs
1711,Loratadine,125 mg/5 ml,diabetes,Lamotrigine,343,once every 8 hours,Torrent Pharma
1712,Loratadine,250 mg/5 ml,anxiety,Famotidine,661,once every 8 hours,Lupin
1713,Loratadine,500 mg/5 ml,fever,Pregabalin,254,once every 8 hours,Lupin
1714,Desloratadine,5 mg,fever,Amlodipine,298,once weekly,Glenmark
1715,Desloratadine,10 mg,asthma,Carbamazepine,166,once daily,Intas Pharma
1716,Desloratadine,20 mg,nausea and vomiting,Gabapentin,745,once weekly,Dr. Reddy's
1717,Desloratadine,25 mg,inflammation,Ibuprofen,388,three times daily,Sun Pharma
1718,Desloratadine,40 mg,depression,Glimepiride,600,once weekly,Aurobindo Pharma
1719,Desloratadine,50 mg,pain relief,Ibuprofen,758,twice daily,Alkem Labs
1720,Desloratadine,75 mg,diabetes,Ciprofloxacin,846,twice daily,Cipla
1721,Desloratadine,100 mg,inflammation,Amoxicillin,115,twice daily,Torrent Pharma
1722,Desloratadine,150 mg,inflammation,Ciprofloxacin,888,once every 8 hours,Intas Pharma
1723,Desloratadine,200 mg,fever,Aspirin,894,three times daily,Intas Pharma
1724,Desloratadine,250 mg,acid reflux,Loperamide,269,once every 8 hours,Lupin
1725,Desloratadine,300 mg,nausea and vomiting,Ibuprofen,497,three times daily,Alkem Labs
1726,Desloratadine,400 mg,fever,Glimepiride,240,three times daily,Zydus Lifesciences
1727,Desloratadine,500 mg,fever,Insulin,28,twice daily,Sun Pharma
1728,Desloratadine,600 mg,bacterial infection,Levocetirizine,547,once daily,Zydus Lifesciences
1729,Desloratadine,750 mg,fever,Olanzapine,490,once daily,Lupin
1730,Desloratadine,1 g,inflammation,Warfarin,520,once daily,Alkem Labs
1731,Desloratadine,2 g,diabetes,Codeine,667,three times daily,Glenmark
1732,Desloratadine,125 mg/5 ml,cholesterol control,Morphine,80,twice daily,Dr. Reddy's
1733,Desloratadine,250 mg/5 ml,nausea and vomiting,Amlodipine,608,once every 8 hours,Intas Pharma
1734,Desloratadine,500 mg/5 ml,bacterial infection,Valproate,429,twice daily,Torrent Pharma
1735,Famotidine,5 mg,depression,Risperidone,89,once weekly,Alkem Labs
1736,Famotidine,10 mg,seizure control,Diclofenac,353,once every 8 hours,Lupin
1737,Famotidine,20 mg,anxiety,Budesonide,200,once every 8 hours,Lupin
1738,Famotidine,25 mg,blood thinning,Prednisone,916,once weekly,Lupin
1739,Famotidine,40 mg,pain relief,Sertraline,573,twice daily,Alkem Labs
1740,Famotidine,50 mg,cholesterol control,Salbutamol,233,twice daily,Alkem Labs
1741,Famotidine,75 mg,asthma,Metformin,905,three times daily,Torrent Pharma
1742,Famotidine,100 mg,diabetes,Cetirizine,453,once every 8 hours,Aurobindo Pharma
1743,Famotidine,150 mg,seizure control,Ibuprofen,601,three times daily,Zydus Lifesciences
1744,Famotidine,200 mg,bacterial infection,Valproate,843,once daily,Zydus Lifesciences
1745,Famotidine,250 mg,fever,Naproxen,699,three times daily,Cipla
1746,Famotidine,300 mg,inflammation,Furosemide,692,once every 8 hours,Zydus Lifesciences
1747,Famotidine,400 mg,fever,Amoxicillin,676,once weekly,Zydus Lifesciences
1748,Famotidine,500 mg,nausea and vomiting,Tramadol,72,once every 8 hours,Cipla
1749,Famotidine,600 mg,asthma,Montelukast,901,three times daily,Aurobindo Pharma
1750,Famotidine,750 mg,anxiety,Gliclazide,231,once every 8 hours,Aurobindo Pharma
1751,Famotidine,1 g,anxiety,Domperidone,369,once every 8 hours,Sun Pharma
1752,Famotidine,2 g,nausea and vomiting,Atorvastatin,39,twice daily,Sun Pharma
1753,Famotidine,125 mg/5 ml,allergy,Loperamide,167,three times daily,Glenmark
1754,Famotidine,250 mg/5 ml,depression,Loperamide,113,three times daily,Sun Pharma
1755,Famotidine,500 mg/5 ml,diabetes,Metformin,116,twice daily,Dr. Reddy's
1756,Domperidone,5 mg,bacterial infection,Warfarin,130,once weekly,Cipla
1757,Domperidone,10 mg,depression,Warfarin,752,once daily,Aurobindo Pharma
1758,Domperidone,20 mg,hypertension,Pregabalin,211,once every 8 hours,Torrent Pharma
1759,Domperidone,25 mg,pain relief,Cetirizine,833,three times daily,Alkem Labs
1760,Domperidone,40 mg,seizure control,Loperamide,477,once every 8 hours,Cipla
1761,Domperidone,50 mg,diabetes,Losartan,501,twice daily,Sun Pharma
1762,Domperidone,75 mg,diarrhea,Loperamide,999,once daily,Zydus Lifesciences
1763,Domperidone,100 mg,depression,Domperidone,767,once weekly,Lupin
1764,Domperidone,150 mg,acid reflux,Codeine,780,once every 8 hours,Cipla
1765,Domperidone,200 mg,inflammation,Metformin,424,once every 8 hours,Dr. Reddy's
1766,Domperidone,250 mg,nausea and vomiting,Gabapentin,599,once weekly,Torrent Pharma
1767,Domperidone,300 mg,pain relief,Diclofenac,697,once every 8 hours,Dr. Reddy's
1768,Domperidone,400 mg,seizure control,Gabapentin,697,twice daily,Cipla
1769,Domperidone,500 mg,diarrhea,Pioglitazone,34,twice daily,Lupin
1770,Domperidone,600 mg,cholesterol control,Pregabalin,806,once weekly,Alkem Labs
1771,Domperidone,750 mg,bacterial infection,Cetirizine,414,once every 8 hours,Sun Pharma
1772,Domperidone,1 g,anxiety,Azithromycin,670,once weekly,Alkem Labs
1773,Domperidone,2 g,blood thinning,Atorvastatin,265,twice daily,Glenmark
1774,Domperidone,125 mg/5 ml,acid reflux,Clindamycin,784,once daily,Glenmark
1775,Domperidone,250 mg/5 ml,fever,Aspirin,729,three times daily,Glenmark
1776,Domperidone,500 mg/5 ml,fever,Tramadol,820,once every 8 hours,Aurobindo Pharma
1777,Ondansetron,5 mg,inflammation,Prednisone,228,once weekly,Alkem Labs
1778,Ondansetron,10 mg,inflammation,Sertraline,560,three times daily,Dr. Reddy's
1779,Ondansetron,20 mg,depression,Pantoprazole,406,twice daily,Cipla
1780,Ondansetron,25 mg,diabetes,Carbamazepine,900,twice daily,Lupin
1781,Ondansetron,40 mg,seizure control,Montelukast,772,three times daily,Sun Pharma
1782,Ondansetron,50 mg,blood thinning,Naproxen,846,once weekly,Glenmark
1783,Ondansetron,75 mg,asthma,Ciprofloxacin,10,once every 8 hours,Lupin
1784,Ondansetron,100 mg,blood thinning,Pantoprazole,693,once weekly,Lupin
1785,Ondansetron,150 mg,diarrhea,Risperidone,51,once every 8 hours,Lupin
1786,Ondansetron,200 mg,anxiety,Azithromycin,42,twice daily,Zydus Lifesciences
1787,Ondansetron,250 mg,blood thinning,Valproate,620,twice daily,Torrent Pharma
1788,Ondansetron,300 mg,blood thinning,Cetirizine,927,once daily,Lupin
1789,Ondansetron,400 mg,acid reflux,Warfarin,360,twice daily,Zydus Lifesciences
1790,Ondansetron,500 mg,pain relief,Furosemide,123,three times daily,Sun Pharma
1791,Ondansetron,600 mg,bacterial infection,Risperidone,150,twice daily,Lupin
1792,Ondansetron,750 mg,blood thinning,Salbutamol,376,once every 8 hours,Alkem Labs
1793,Ondansetron,1 g,inflammation,Budesonide,734,three times daily,Sun Pharma
1794,Ondansetron,2 g,seizure control,Levocetirizine,645,twice daily,Aurobindo Pharma
1795,Ondansetron,125 mg/5 ml,anxiety,Lamotrigine,380,once daily,Glenmark
1796,Ondansetron,250 mg/5 ml,allergy,Famotidine,251,once daily,Cipla
1797,Ondansetron,500 mg/5 ml,blood thinning,Olanzapine,219,once weekly,Dr. Reddy's
1798,Loperamide,5 mg,allergy,Furosemide,500,once every 8 hours,Intas Pharma
1799,Loperamide,10 mg,bacterial infection,Domperidone,332,once weekly,Cipla
1800,Loperamide,20 mg,blood thinning,Ibuprofen,446,once every 8 hours,Intas Pharma
1801,Loperamide,25 mg,blood thinning,Loratadine,114,once weekly,Intas Pharma
1802,Loperamide,40 mg,diabetes,Aspirin,413,once daily,Intas Pharma
1803,Loperamide,50 mg,hypertension,Morphine,838,three times daily,Torrent Pharma
1804,Loperamide,75 mg,blood thinning,Clopidogrel,359,twice daily,Glenmark
1805,Loperamide,100 mg,fever,Metformin,705,once weekly,Intas Pharma
1806,Loperamide,150 mg,inflammation,Warfarin,325,once daily,Lupin
1807,Loperamide,200 mg,diabetes,Famotidine,997,twice daily,Aurobindo Pharma
1808,Loperamide,250 mg,seizure control,Gliclazide,878,once daily,Lupin
1809,Loperamide,300 mg,diabetes,Quetiapine,551,once daily,Dr. Reddy's
1810,Loperamide,400 mg,fever,Naproxen,424,once daily,Glenmark
1811,Loperamide,500 mg,fever,Valproate,398,twice daily,Dr. Reddy's
1812,Loperamide,600 mg,blood thinning,Metformin,602,three times daily,Lupin
1813,Loperamide,750 mg,inflammation,Furosemide,815,three times daily,Sun Pharma
1814,Loperamide,1 g,seizure control,Amlodipine,585,once weekly,Sun Pharma
1815,Loperamide,2 g,blood thinning,Sertraline,283,once every 8 hours,Lupin
1816,Loperamide,125 mg/5 ml,pain relief,Fluoxetine,156,once weekly,Intas Pharma
1817,Loperamide,250 mg/5 ml,allergy,Furosemide,732,once daily,Zydus Lifesciences
1818,Loperamide,500 mg/5 ml,blood thinning,Cetirizine,845,twice daily,Torrent Pharma
1819,Diclofenac,5 mg,allergy,Loratadine,643,once weekly,Alkem Labs
1820,Diclofenac,10 mg,nausea and vomiting,Pioglitazone,802,once every 8 hours,Alkem Labs
1821,Diclofenac,20 mg,diabetes,Amlodipine,76,once weekly,Torrent Pharma
1822,Diclofenac,25 mg,hypertension,Valproate,382,once every 8 hours,Torrent Pharma
1823,Diclofenac,40 mg,anxiety,Pantoprazole,524,once every 8 hours,Cipla
1824,Diclofenac,50 mg,bacterial infection,Losartan,647,once weekly,Aurobindo Pharma
1825,Diclofenac,75 mg,acid reflux,Formoterol,92,once every 8 hours,Cipla
1826,Diclofenac,100 mg,asthma,Metronidazole,43,once daily,Sun Pharma
1827,Diclofenac,150 mg,nausea and vomiting,Pioglitazone,268,once weekly,Sun Pharma
1828,Diclofenac,200 mg,seizure control,Morphine,133,once daily,Dr. Reddy's
1829,Diclofenac,250 mg,diabetes,Glimepiride,782,once every 8 hours,Sun Pharma
1830,Diclofenac,300 mg,nausea and vomiting,Pioglitazone,343,once every 8 hours,Sun Pharma
1831,Diclofenac,400 mg,cholesterol control,Valproate,696,three times daily,Intas Pharma
1832,Diclofenac,500 mg,nausea and vomiting,Diclofenac,394,once weekly,Glenmark
1833,Diclofenac,600 mg,anxiety,Famotidine,230,three times daily,Alkem Labs
1834,Diclofenac,750 mg,depression,Paracetamol,66,once daily,Dr. Reddy's
1835,Diclofenac,1 g,inflammation,Aspirin,145,twice daily,Lupin
1836,Diclofenac,2 g,depression,Gliclazide,273,twice daily,Glenmark
1837,Diclofenac,125 mg/5 ml,diabetes,Ibuprofen,798,three times daily,Aurobindo Pharma
1838,Diclofenac,250 mg/5 ml,hypertension,Risperidone,664,three times daily,Torrent Pharma
1839,Diclofenac,500 mg/5 ml,pain relief,Amlodipine,593,three times daily,Torrent Pharma
1840,Naproxen,5 mg,depression,Domperidone,910,once every 8 hours,Aurobindo Pharma
1841,Naproxen,10 mg,acid reflux,Warfarin,620,once daily,Lupin
1842,Naproxen,20 mg,bacterial infection,Pregabalin,148,once daily,Dr. Reddy's
1843,Naproxen,25 mg,acid reflux,Atorvastatin,204,once every 8 hours,Alkem Labs
1844,Naproxen,40 mg,fever,Fluoxetine,38,twice daily,Torrent Pharma
1845,Naproxen,50 mg,fever,Quetiapine,371,once every 8 hours,Sun Pharma
1846,Naproxen,75 mg,nausea and vomiting,Pregabalin,742,twice daily,Zydus Lifesciences
1847,Naproxen,100 mg,bacterial infection,Amoxicillin,112,once every 8 hours,Torrent Pharma
1848,Naproxen,150 mg,asthma,Carbamazepine,298,once daily,Alkem Labs
1849,Naproxen,200 mg,nausea and vomiting,Metronidazole,211,once every 8 hours,Sun Pharma
1850,Naproxen,250 mg,diabetes,Fluoxetine,657,once weekly,Glenmark
1851,Naproxen,300 mg,hypertension,Ibuprofen,157,three times daily,Torrent Pharma
1852,Naproxen,400 mg,diabetes,Azithromycin,354,three times daily,Zydus Lifesciences
1853,Naproxen,500 mg,bacterial infection,Tramadol,221,twice daily,Alkem Labs
1854,Naproxen,600 mg,depression,Ciprofloxacin,951,once daily,Glenmark
1855,Naproxen,750 mg,diabetes,Clopidogrel,594,once weekly,Torrent Pharma
1856,Naproxen,1 g,diabetes,Gabapentin,86,three times daily,Intas Pharma
1857,Naproxen,2 g,pain relief,Haloperidol,531,once daily,Cipla
1858,Naproxen,125 mg/5 ml,depression,Furosemide,237,once every 8 hours,Aurobindo Pharma
1859,Naproxen,250 mg/5 ml,allergy,Quetiapine,846,once every 8 hours,Torrent Pharma
1860,Naproxen,500 mg/5 ml,blood thinning,Famotidine,633,once weekly,Aurobindo Pharma
1861,Tramadol,5 mg,asthma,Pioglitazone,527,once daily,Torrent Pharma
1862,Tramadol,10 mg,blood thinning,Omeprazole,139,once every 8 hours,Sun Pharma
1863,Tramadol,20 mg,cholesterol control,Amlodipine,847,once daily,Cipla
1864,Tramadol,25 mg,inflammation,Loperamide,716,once every 8 hours,Cipla
1865,Tramadol,40 mg,blood thinning,Quetiapine,26,once daily,Alkem Labs
1866,Tramadol,50 mg,acid reflux,Levetiracetam,980,three times daily,Intas Pharma
1867,Tramadol,75 mg,diabetes,Valproate,14,twice daily,Intas Pharma
1868,Tramadol,100 mg,anxiety,Codeine,583,once weekly,Torrent Pharma
1869,Tramadol,150 mg,fever,Lamotrigine,460,three times daily,Sun Pharma
1870,Tramadol,200 mg,nausea and vomiting,Levocetirizine,484,once daily,Zydus Lifesciences
1871,Tramadol,250 mg,nausea and vomiting,Fluoxetine,611,once daily,Cipla
1872,Tramadol,300 mg,nausea and vomiting,Fluoxetine,651,twice daily,Cipla
1873,Tramadol,400 mg,fever,Haloperidol,820,once weekly,Aurobindo Pharma
1874,Tramadol,500 mg,asthma,Cetirizine,856,once weekly,Torrent Pharma
1875,Tramadol,600 mg,nausea and vomiting,Lamotrigine,507,three times daily,Aurobindo Pharma
1876,Tramadol,750 mg,allergy,Amoxicillin,941,once every 8 hours,Dr. Reddy's
1877,Tramadol,1 g,blood thinning,Loratadine,72,once daily,Intas Pharma
1878,Tramadol,2 g,blood thinning,Insulin,728,twice daily,Glenmark
1879,Tramadol,125 mg/5 ml,depression,Levocetirizine,976,three times daily,Cipla
1880,Tramadol,250 mg/5 ml,fever,Pregabalin,620,once daily,Sun Pharma
1881,Tramadol,500 mg/5 ml,nausea and vomiting,Amlodipine,515,twice daily,Aurobindo Pharma
1882,Codeine,5 mg,nausea and vomiting,Gliclazide,424,once weekly,Lupin
1883,Codeine,10 mg,nausea and vomiting,Lamotrigine,214,once daily,Zydus Lifesciences
1884,Codeine,20 mg,blood thinning,Aspirin,752,three times daily,Lupin
1885,Codeine,25 mg,fever,Insulin,871,three times daily,Intas Pharma
1886,Codeine,40 mg,asthma,Levetiracetam,956,once every 8 hours,Sun Pharma
1887,Codeine,50 mg,blood thinning,Insulin,587,once weekly,Torrent Pharma
1888,Codeine,75 mg,cholesterol control,Clopidogrel,939,three times daily,Torrent Pharma
1889,Codeine,100 mg,asthma,Warfarin,543,twice daily,Cipla
1890,Codeine,150 mg,cholesterol control,Pioglitazone,422,once daily,Alkem Labs
1891,Codeine,200 mg,bacterial infection,Codeine,125,twice daily,Dr. Reddy's
1892,Codeine,250 mg,anxiety,Ibuprofen,170,once every 8 hours,Lupin
1893,Codeine,300 mg,acid reflux,Desloratadine,274,twice daily,Sun Pharma
1894,Codeine,400 mg,depression,Tramadol,102,once daily,Dr. Reddy's
1895,Codeine,500 mg,fever,Ondansetron,812,once every 8 hours,Lupin
1896,Codeine,600 mg,anxiety,Clopidogrel,488,once weekly,Sun Pharma
1897,Codeine,750 mg,acid reflux,Prednisone,654,once daily,Glenmark
1898,Codeine,1 g,hypertension,Ibuprofen,57,twice daily,Cipla
1899,Codeine,2 g,hypertension,Omeprazole,60,twice daily,Lupin
1900,Codeine,125 mg/5 ml,fever,Levetiracetam,562,twice daily,Dr. Reddy's
1901,Codeine,250 mg/5 ml,fever,Hydrochlorothiazide,167,twice daily,Torrent Pharma
1902,Codeine,500 mg/5 ml,depression,Quetiapine,746,once daily,Cipla
1903,Morphine,5 mg,anxiety,Codeine,643,three times daily,Aurobindo Pharma
1904,Morphine,10 mg,anxiety,Azithromycin,320,once daily,Sun Pharma
1905,Morphine,20 mg,acid reflux,Paracetamol,318,once every 8 hours,Dr. Reddy's
1906,Morphine,25 mg,anxiety,Haloperidol,706,once weekly,Glenmark
1907,Morphine,40 mg,allergy,Cetirizine,651,once weekly,Torrent Pharma
1908,Morphine,50 mg,acid reflux,Clindamycin,695,once every 8 hours,Lupin
1909,Morphine,75 mg,cholesterol control,Levetiracetam,981,twice daily,Dr. Reddy's
1910,Morphine,100 mg,pain relief,Quetiapine,614,once daily,Alkem Labs
1911,Morphine,150 mg,allergy,Paracetamol,58,once every 8 hours,Torrent Pharma
1912,Morphine,200 mg,hypertension,Risperidone,296,three times daily,Glenmark
1913,Morphine,250 mg,allergy,Paracetamol,595,twice daily,Cipla
1914,Morphine,300 mg,nausea and vomiting,Tramadol,741,three times daily,Glenmark
1915,Morphine,400 mg,inflammation,Levocetirizine,966,once every 8 hours,Torrent Pharma
1916,Morphine,500 mg,bacterial infection,Carbamazepine,394,once every 8 hours,Glenmark
1917,Morphine,600 mg,bacterial infection,Haloperidol,824,once every 8 hours,Alkem Labs
1918,Morphine,750 mg,diabetes,Amoxicillin,443,once every 8 hours,Lupin
1919,Morphine,1 g,anxiety,Budesonide,730,once daily,Alkem Labs
1920,Morphine,2 g,hypertension,Prednisone,635,once daily,Lupin
1921,Morphine,125 mg/5 ml,inflammation,Amoxicillin,713,once daily,Sun Pharma
1922,Morphine,250 mg/5 ml,pain relief,Budesonide,181,once daily,Zydus Lifesciences
1923,Morphine,500 mg/5 ml,diabetes,Gliclazide,840,twice daily,Glenmark
1924,Gabapentin,5 mg,acid reflux,Montelukast,485,once every 8 hours,Zydus Lifesciences
1925,Gabapentin,10 mg,acid reflux,Losartan,279,once daily,Alkem Labs
1926,Gabapentin,20 mg,fever,Sertraline,716,once weekly,Aurobindo Pharma
1927,Gabapentin,25 mg,depression,Risperidone,988,once weekly,Lupin
1928,Gabapentin,40 mg,asthma,Doxycycline,912,twice daily,Dr. Reddy's
1929,Gabapentin,50 mg,asthma,Domperidone,791,once weekly,Zydus Lifesciences
1930,Gabapentin,75 mg,diarrhea,Amoxicillin,70,once daily,Glenmark
1931,Gabapentin,100 mg,nausea and vomiting,Budesonide,397,once daily,Glenmark
1932,Gabapentin,150 mg,cholesterol control,Doxycycline,642,once every 8 hours,Torrent Pharma
1933,Gabapentin,200 mg,allergy,Lamotrigine,69,three times daily,Cipla
1934,Gabapentin,250 mg,fever,Losartan,67,twice daily,Alkem Labs
1935,Gabapentin,300 mg,fever,Desloratadine,358,once daily,Lupin
1936,Gabapentin,400 mg,diarrhea,Furosemide,131,once weekly,Torrent Pharma
1937,Gabapentin,500 mg,blood thinning,Glimepiride,605,once weekly,Lupin
1938,Gabapentin,600 mg,hypertension,Losartan,831,once daily,Lupin
1939,Gabapentin,750 mg,acid reflux,Insulin,24,once every 8 hours,Intas Pharma
1940,Gabapentin,1 g,hypertension,Amoxicillin,96,twice daily,Torrent Pharma
1941,Gabapentin,2 g,blood thinning,Omeprazole,324,three times daily,Dr. Reddy's
1942,Gabapentin,125 mg/5 ml,seizure control,Valproate,642,once every 8 hours,Torrent Pharma
1943,Gabapentin,250 mg/5 ml,nausea and vomiting,Fluoxetine,827,twice daily,Torrent Pharma
1944,Gabapentin,500 mg/5 ml,depression,Ciprofloxacin,284,once daily,Torrent Pharma
1945,Pregabalin,5 mg,allergy,Valproate,451,once daily,Zydus Lifesciences
1946,Pregabalin,10 mg,seizure control,Codeine,293,twice daily,Cipla
1947,Pregabalin,20 mg,hypertension,Metronidazole,771,once daily,Dr. Reddy's
1948,Pregabalin,25 mg,hypertension,Azithromycin,890,three times daily,Sun Pharma
1949,Pregabalin,40 mg,fever,Clopidogrel,420,three times daily,Alkem Labs
1950,Pregabalin,50 mg,allergy,Fluoxetine,181,twice daily,Alkem Labs
1951,Pregabalin,75 mg,anxiety,Loratadine,643,once daily,Dr. Reddy's
1952,Pregabalin,100 mg,diabetes,Prednisone,664,once daily,Dr. Reddy's
1953,Pregabalin,150 mg,diabetes,Pioglitazone,801,once daily,Torrent Pharma
1954,Pregabalin,200 mg,inflammation,Sertraline,24,once daily,Torrent Pharma
1955,Pregabalin,250 mg,blood thinning,Loratadine,915,once daily,Alkem Labs
1956,Pregabalin,300 mg,pain relief,Gabapentin,465,once every 8 hours,Sun Pharma
1957,Pregabalin,400 mg,anxiety,Glimepiride,268,three times daily,Aurobindo Pharma
1958,Pregabalin,500 mg,bacterial infection,Gabapentin,230,once every 8 hours,Intas Pharma
1959,Pregabalin,600 mg,cholesterol control,Salbutamol,258,once every 8 hours,Aurobindo Pharma
1960,Pregabalin,750 mg,hypertension,Domperidone,494,once daily,Zydus Lifesciences
1961,Pregabalin,1 g,depression,Azithromycin,798,once every 8 hours,Aurobindo Pharma
1962,Pregabalin,2 g,allergy,Gliclazide,498,twice daily,Zydus Lifesciences
1963,Pregabalin,125 mg/5 ml,diabetes,Prednisone,281,once daily,Dr. Reddy's
1964,Pregabalin,250 mg/5 ml,seizure control,Clopidogrel,289,once daily,Aurobindo Pharma
1965,Pregabalin,500 mg/5 ml,hypertension,Clopidogrel,846,three times daily,Sun Pharma
1966,Carbamazepine,5 mg,bacterial infection,Prednisone,419,three times daily,Alkem Labs
1967,Carbamazepine,10 mg,diabetes,Atorvastatin,990,once weekly,Dr. Reddy's
1968,Carbamazepine,20 mg,anxiety,Atorvastatin,52,once every 8 hours,Cipla
